Specimen_id,site,Year,Family,Bee,Sex,Date,Period,Flower
7108,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_01,C,free
7109,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_01,A,Gagea lutea (L.) Ker Gawl.
7110,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_01,A,Gagea lutea (L.) Ker Gawl.
7111,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_01,A,Gagea lutea (L.) Ker Gawl.
7116,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_01,D,free
7112,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_08,D,Corylopsis spicata Siebold et Zucc.
7115,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_08,B,Gagea lutea (L.) Ker Gawl.
7113,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_14,A,Taraxacum officinale Weber ex F.H.Wigg.
7114,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,male,05_14,A,Taraxacum officinale Weber ex F.H.Wigg.
7096,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_01,C,Gagea lutea (L.) Ker Gawl.
7097,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_08,D,Corylopsis spicata Siebold et Zucc.
7098,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_08,C,Gagea lutea (L.) Ker Gawl.
7099,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_08,C,Gagea lutea (L.) Ker Gawl.
7100,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_08,C,Rhododendron dauricum L.
7101,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_08,B,Gagea lutea (L.) Ker Gawl.
7102,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_08,B,Gagea lutea (L.) Ker Gawl.
7103,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_08,B,Gagea lutea (L.) Ker Gawl.
7104,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_08,C,Gagea lutea (L.) Ker Gawl.
7105,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_21,D,Cerasus spp.
7106,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,05_21,D,Cerasus spp.
7092,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,06_13,B,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7093,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,06_13,B,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7107,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,06_13,A,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7094,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,06_18,C,Heracleum lanatum Michx. var. lanatum
7095,BG,1979,Andrenidae,Andrena (Andrena) benifica Hirashima,female,06_18,A,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7090,BG,1979,Andrenidae,Andrena (Andrena) nawai Cockerell,female,05_08,D,Corylopsis pauciflora Siebold et Zucc.
11557,BG,1979,Andrenidae,Andrena (Andrena) sp.,male,08_13,C,Fallopia sachalinensis (F.Schmidt) Ronse Decr.
11581,BG,1979,Andrenidae,Andrena (Calomelissa) tsukubana Hirashima ,male,07_16,B,Spiraea salicifolia L.
11560,BG,1979,Andrenidae,Andrena (Cnemiandrena) denticulata seneciorum Hiashima,male,07_30,B,Hypochaeris radicata L.
11558,BG,1979,Andrenidae,Andrena (Cnemiandrena) denticulata seneciorum Hiashima,male,08_13,D,free
11559,BG,1979,Andrenidae,Andrena (Cnemiandrena) denticulata seneciorum Hiashima,male,08_29,C,Senecio cannabifolius Less.
12723,BG,1979,Andrenidae,Andrena (Cnemiandrena) denticulata seneciorum Hiashima,female,09_03,A,Aster microcephalus (Miq.) Franch. et Sav. var. yezoensis (Kitam. et H.Hara) Soejima et Mot.Ito
12724,BG,1979,Andrenidae,Andrena (Cnemiandrena) denticulata seneciorum Hiashima,female,09_03,C,Senecio cannabifolius Less.
12725,BG,1979,Andrenidae,Andrena (Cnemiandrena) denticulata seneciorum Hiashima,female,09_03,C,Senecio cannabifolius Less.
7163,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,D,Gagea lutea (L.) Ker Gawl.
7164,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,D,Gagea lutea (L.) Ker Gawl.
7165,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,D,Gagea lutea (L.) Ker Gawl.
7166,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,D,free
7167,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,A,free
7168,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,B,free
7169,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,B,free
7170,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,B,free
7171,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,B,free
7172,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,B,free
7173,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,B,free
7174,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,C,free
7175,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,C,free
7176,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,C,free
7178,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,B,Gagea lutea (L.) Ker Gawl.
7180,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,C,Gagea lutea (L.) Ker Gawl.
7181,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,04_26,B,Gagea lutea (L.) Ker Gawl.
7145,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,05_01,A,free
7177,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,05_01,D,free
7179,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,05_01,C,free
7182,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,male,05_01,D,free
7122,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,D,Gagea lutea (L.) Ker Gawl.
7123,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,D,Gagea lutea (L.) Ker Gawl.
7124,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,D,Gagea lutea (L.) Ker Gawl.
7125,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,D,Gagea lutea (L.) Ker Gawl.
7126,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,C,Petasites japonicus (Siebold et Zucc.) Maxim.
7127,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,C,Gagea lutea (L.) Ker Gawl.
7128,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,C,Stellaria media (L.) Vill.
7129,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,C,Rhododendron dauricum L.
7130,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_08,B,Gagea lutea (L.) Ker Gawl.
7131,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_14,A,Cerasus nipponica (Matsum.) Ohle ex H.Ohba var. kurilensis (Miyabe) H.Ohba
7132,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_14,B,Armeniaca mume (Siebold et Zucc.) de Vriese
7133,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_14,B,Armeniaca mume (Siebold et Zucc.) de Vriese
7134,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_21,C,Cerasus incisa (Thunb.) Loisel. var. incisa f. yamadae (Makino) H.Ohba
7135,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_21,C,Cerasus incisa (Thunb.) Loisel. var. incisa f. yamadae (Makino) H.Ohba
7136,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_21,C,Cerasus incisa (Thunb.) Loisel. var. incisa f. yamadae (Makino) H.Ohba
7137,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_31,C,Cardamine leucantha (Tausch) O.E.Schulz
7138,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,05_31,B,Potentilla fragarioides L. var. major Maxim.
7139,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_04,C,Philadelphus satsumi Siebold ex Lindl. et Paxton
7140,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_04,C,Philadelphus satsumi Siebold ex Lindl. et Paxton
7141,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_04,A,Microcerasus glandulosa (Thunb.) M.Roem. 'Albi-plena'
7142,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_04,A,Microcerasus glandulosa (Thunb.) M.Roem. 'Albi-plena'
7143,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_04,A,Chaenomeles speciosa (Sweet) Nakai
7117,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_13,C,Staphylea bumalda DC.
7118,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_13,A,Dasiphora fruticosa (L.) Rydb.
7119,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_13,C,Staphylea bumalda DC.
7120,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_13,C,Chelidonium majus L. subsp. asiaticum H.Hara
7144,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_13,D,Cardamine leucantha (Tausch) O.E.Schulz
7121,BG,1979,Andrenidae,Andrena (Euandrena) luridiloma Strand,female,06_18,A,Dasiphora fruticosa (L.) Rydb.
11575,BG,1979,Andrenidae,Andrena (Holandrena) valeriana Hirashima,female,07_30,D,Fallopia sachalinensis (F.Schmidt) Ronse Decr.
11576,BG,1979,Andrenidae,Andrena (Holandrena) valeriana Hirashima,female,08_06,B,Trifolium repens L.
11577,BG,1979,Andrenidae,Andrena (Holandrena) valeriana Hirashima,female,08_06,B,Lespedeza bicolor Turcz.
11572,BG,1979,Andrenidae,Andrena (Hoplandrena) dentata Smith,female,07_05,D,Philadelphus satsumi Siebold ex Lindl. et Paxton
11573,BG,1979,Andrenidae,Andrena (Hoplandrena) dentata Smith,female,07_05,D,Rosa sp. 2
11574,BG,1979,Andrenidae,Andrena (Hoplandrena) dentata Smith,female,07_09,C,Rosa sp. 2
7161,BG,1979,Andrenidae,Andrena (Hoplandrena) miyamotoi Hirashima ,male,05_01,C,Petasites japonicus (Siebold et Zucc.) Maxim.  subsp. giganteus (G.Nicholson) Kitam.
7162,BG,1979,Andrenidae,Andrena (Hoplandrena) miyamotoi Hirashima ,female,06_13,C,Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris
7083,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,male,05_08,B,Gagea lutea (L.) Ker Gawl.
7082,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,male,05_14,A,Taraxacum officinale Weber ex F.H.Wigg.
7084,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,male,05_14,C,Taraxacum officinale Weber ex F.H.Wigg.
7081,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,male,05_31,C,Taraxacum officinale Weber ex F.H.Wigg.
7059,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_08,B,Gagea lutea (L.) Ker Gawl.
7060,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_08,B,Gagea lutea (L.) Ker Gawl.
7061,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_14,B,Armeniaca mume (Siebold et Zucc.) de Vriese
7062,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_14,B,Armeniaca mume (Siebold et Zucc.) de Vriese
7063,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_21,A,Taraxacum officinale Weber ex F.H.Wigg.
7064,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_21,B,Taraxacum officinale Weber ex F.H.Wigg.
7065,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_21,B,Taraxacum officinale Weber ex F.H.Wigg.
7066,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_21,B,Cerasus spp.
7067,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_21,D,Cerasus spp.
7068,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_31,A,Geranium erianthum DC.
7069,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_31,B,Taraxacum officinale Weber ex F.H.Wigg.
7070,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_31,C,Taraxacum officinale Weber ex F.H.Wigg.
7071,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_31,D,Taraxacum officinale Weber ex F.H.Wigg.
7072,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,05_31,D,Cardamine leucantha (Tausch) O.E.Schulz
7073,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,06_04,D,Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris
7074,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,06_04,B,Cardamine leucantha (Tausch) O.E.Schulz
7075,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,06_04,D,Cardamine leucantha (Tausch) O.E.Schulz
7076,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,06_04,B,Cardamine leucantha (Tausch) O.E.Schulz
7077,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,06_04,A,Taraxacum officinale Weber ex F.H.Wigg.
7078,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,06_13,D,Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris
7079,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,06_13,A,Geranium erianthum DC.
7080,BG,1979,Andrenidae,Andrena (Melandrena) watasei Cockerell,female,06_13,A,Crepis hokkaidoensis Babcock
7301,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,05_21,B,Taraxacum officinale Weber ex F.H.Wigg.
7302,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,05_21,A,free
7278,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,B,Potentilla fragarioides L. var. major Maxim.
7279,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,B,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7280,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,B,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7281,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,B,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7282,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,B,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7303,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,D,Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris
7304,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,D,Cardamine leucantha (Tausch) O.E.Schulz
7305,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,D,Rodgersia podophylla A.Gray
7306,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,A,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7307,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,A,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7308,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_13,A,Potentilla fragarioides L. var. major Maxim.
7268,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_18,A,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7283,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_18,C,free
7284,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_18,D,Rodgersia podophylla A.Gray
7285,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_18,A,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai) Kitam. ex Kawano
7269,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,A,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
7270,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Aegopodium podagraria L.
7271,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Potentilla nivea L. var. camtschatica Cham. et Schltdl.
7272,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Potentilla nivea L. var. camtschatica Cham. et Schltdl.
7273,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Spiraea betulifolia Pall. var. betulifolia
7274,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Spiraea betulifolia Pall. var. betulifolia
7275,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Dasiphora fruticosa (L.) Rydb.
7276,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,C,free
7277,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,C,Rosa multiflora Thunb.
7286,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,A,Spiraea betulifolia Pall. var. betulifolia
7287,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,A,Achillea alpina L. var. longiligulata H.Hara
7288,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,A,Phedimus kamtschaticus (Fisch.) 't Hart
7289,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,A,Phedimus kamtschaticus (Fisch.) 't Hart
7290,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,A,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
7291,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,A,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
7292,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,A,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
7293,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Filipendula camtschatica (Pall.) Maxim.
7294,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Potentilla nivea L. var. camtschatica Cham. et Schltdl.
7295,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Potentilla nivea L. var. camtschatica Cham. et Schltdl.
7296,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Potentilla nivea L. var. camtschatica Cham. et Schltdl.
7297,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Spiraea betulifolia Pall. var. betulifolia
7298,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
7299,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
7300,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,B,Dasiphora fruticosa (L.) Rydb.
11442,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11443,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11444,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11445,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11446,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11447,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11448,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11449,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11450,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa sp. 2
11451,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Rosa multiflora Thunb.
11452,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,D,Phedimus kamtschaticus (Fisch.) 't Hart
11453,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,A,Phedimus kamtschaticus (Fisch.) 't Hart
11454,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,A,Phedimus kamtschaticus (Fisch.) 't Hart
11455,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,A,Dasiphora fruticosa (L.) Rydb.
11456,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,A,Dasiphora fruticosa (L.) Rydb.
11457,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,A,Rhododendron brachycarpum D.Don ex G.Don f. brachycarpum
11458,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_05,A,Dasiphora fruticosa (L.) Rydb.
11459,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,C,Dasiphora fruticosa (L.) Rydb.
11460,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,C,Rosa sp. 2
11461,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,C,Rosa sp. 2
11462,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,C,Rosa sp. 2
11463,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,C,Rosa sp. 2
11464,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,C,Rosa sp. 2
11465,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,C,Rosa sp. 2
11466,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,C,Rosa sp. 2
11467,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,A,Dasiphora fruticosa (L.) Rydb.
11468,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_09,A,Dasiphora fruticosa (L.) Rydb.
12718,BG,1979,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_25,D,Rosa multiflora Thunb.
7208,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_26,B,Gagea lutea (L.) Ker Gawl.
7209,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_26,C,Gagea lutea (L.) Ker Gawl.
7210,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_26,C,Stellaria media (L.) Vill.
7225,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_26,C,free
7263,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_26,D,Gagea lutea (L.) Ker Gawl.
7226,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,D,free
7227,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Stellaria media (L.) Vill.
7228,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Stellaria media (L.) Vill.
7229,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Stellaria media (L.) Vill.
7230,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Stellaria media (L.) Vill.
7231,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Stellaria media (L.) Vill.
7232,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,free
7233,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,free
7234,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Gagea lutea (L.) Ker Gawl.
7235,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Gagea lutea (L.) Ker Gawl.
7236,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Gagea lutea (L.) Ker Gawl.
7237,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,C,Gagea lutea (L.) Ker Gawl.
7238,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,A,free
7239,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,A,free
7240,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,A,free
7241,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,A,Petasites japonicus (Siebold et Zucc.) Maxim.  subsp. giganteus (G.Nicholson) Kitam.
7242,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,A,Petasites japonicus (Siebold et Zucc.) Maxim.  subsp. giganteus (G.Nicholson) Kitam.
7243,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,A,Petasites japonicus (Siebold et Zucc.) Maxim.  subsp. giganteus (G.Nicholson) Kitam.
7244,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,A,Petasites japonicus (Siebold et Zucc.) Maxim.  subsp. giganteus (G.Nicholson) Kitam.
7245,BG,1979,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_01,A,Petasites japonicus (Siebold et Zucc.) Maxim.  subsp. giganteus (G.Nicholson) Kitam.
