Specimen_id,site,Year,Family,Bee,Sex,Date,Period,Flower
9117,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,male,08_01,C,Dasiphora fruticosa (L.) Rydb.
9118,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,male,08_01,C,Dasiphora fruticosa (L.) Rydb.
9125,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,male,08_01,C,Hydrangea paniculata Siebold
1024,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,A,Rosa multiflora Thunb.
1026,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,A,Rosa multiflora Thunb.
1028,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,A,Rosa multiflora Thunb.
1036,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,A,Ranunculaceae sp.
1038,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,A,Ranunculaceae sp.
1041,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,A,Phedimus kamtschaticus (Fisch.) 't Hart
1043,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,A,Phedimus kamtschaticus (Fisch.) 't Hart
1044,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,A,Phedimus kamtschaticus (Fisch.) 't Hart
1048,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,D,Rosa orientalis Dup.
1057,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,B,Rosa multiflora Thunb.
1065,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,B,Rosa multiflora Thunb.
1067,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,B,Rosa multiflora Thunb.
1076,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,B,Aegopodium podagraria L.
1077,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,B,Aegopodium podagraria L.
1078,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,B,Aegopodium podagraria L.
1079,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,B,Aster savatieri Makino
1084,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,B,Weigela coraeensis Thunb.
1117,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,C,Aegopodium podagraria L.
1122,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,C,Aegopodium podagraria L.
1125,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,C,Aegopodium podagraria L.
1126,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,C,Aegopodium podagraria L.
1139,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,D,Rosa multiflora Thunb.
1140,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,D,Rosa multiflora Thunb.
1142,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_03,D,Rosa multiflora Thunb.
1176,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_11,A,Ranunculaceae sp.
1177,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,07_11,A,Ranunculaceae sp.
8690,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,05_10,C,free
8692,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,05_10,C,Taraxacum officinale Weber ex F.H.Wigg.
8735,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,05_16,A,Taraxacum officinale Weber ex F.H.Wigg.
8747,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,05_16,C,Taraxacum officinale Weber ex F.H.Wigg.
8768,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,05_23,B2,Taraxacum officinale Weber ex F.H.Wigg.
8769,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_01,A,Kerria japonica (L.) DC.
8796,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_12,A,Rosa orientalis Dup.
8805,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_12,A,Deutzia scabra Thunb.
8849,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_12,D,Aegopodium podagraria L.
8855,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Rosa orientalis Dup.
8858,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Rosa orientalis Dup.
8860,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Rosa orientalis Dup.
8862,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Rosa orientalis Dup.
8863,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Rosa orientalis Dup.
8864,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Rosa orientalis Dup.
8869,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Rosa orientalis Dup.
8882,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Neillia incisa (Thunb.) S.H.Oh
8883,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Neillia incisa (Thunb.) S.H.Oh
8884,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Neillia incisa (Thunb.) S.H.Oh
8885,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Neillia incisa (Thunb.) S.H.Oh
8888,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,A,Deutzia scabra Thunb.
8890,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,B,Rosa orientalis Dup.
8894,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,B,Rosa orientalis Dup.
8895,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,B,Rosa orientalis Dup.
8909,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,B,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
757,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,C,Rosa multiflora Thunb.
835,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_19,D,Aegopodium podagraria L.
844,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
845,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
846,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
850,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
851,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
852,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
853,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
854,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
855,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
856,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
857,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
858,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
859,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
861,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
862,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
875,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
878,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
879,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,A,Rosa multiflora Thunb.
911,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Rosa multiflora Thunb.
913,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Rosa multiflora Thunb.
920,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Rosa multiflora Thunb.
921,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Rosa multiflora Thunb.
923,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Rosa multiflora Thunb.
924,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Rosa multiflora Thunb.
930,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Rosa rugosa Thunb.
939,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Aegopodium podagraria L.
940,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Aegopodium podagraria L.
941,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Aegopodium podagraria L.
946,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Aegopodium podagraria L.
952,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
953,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
956,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,B,Aster savatieri Makino
966,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,C,Rosa multiflora Thunb.
996,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,D,Rosa orientalis Dup.
1020,BG,1989,Andrenidae,Andrena (Micrandrena) hikosana Hirashima,female,06_27,D,Rosa multiflora Thunb.
4362,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_13,NA,Gagea lutea (L.) Ker Gawl.
4366,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_13,NA,Gagea lutea (L.) Ker Gawl.
4384,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_13,NA,free
4387,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_13,NA,free
4388,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_13,NA,free
7725,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_10,D,Taraxacum officinale Weber ex F.H.Wigg.
7824,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_16,D,Taraxacum officinale Weber ex F.H.Wigg.
8609,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_24,D,Gagea lutea (L.) Ker Gawl.
8610,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_24,B,Gagea lutea (L.) Ker Gawl.
8632,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_24,C,free
8633,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_24,C,free
8634,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,04_24,C,Anemone raddeana Regel
8639,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_02,A,Taraxacum officinale Weber ex F.H.Wigg.
8646,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_02,A,Taraxacum officinale Weber ex F.H.Wigg.
8650,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_02,B,Taraxacum officinale Weber ex F.H.Wigg.
8654,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_02,B,Taraxacum officinale Weber ex F.H.Wigg.
8655,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_02,B,Taraxacum officinale Weber ex F.H.Wigg.
8656,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_02,B,Taraxacum officinale Weber ex F.H.Wigg.
8657,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_02,B,Taraxacum officinale Weber ex F.H.Wigg.
8659,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_02,B,Taraxacum officinale Weber ex F.H.Wigg.
8668,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_10,A,Kerria japonica (L.) DC.
8685,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_10,C,free
8686,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_10,C,free
8688,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_10,C,free
8712,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_10,D,free
8714,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,05_10,D,free
9030,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,07_26,B,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
9034,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,07_26,B,Fallopia sachalinensis (F.Schmidt) Ronse Decr.
9051,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,07_28,D,Taraxacum officinale Weber ex F.H.Wigg.
9055,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,07_28,D,Erigeron annuus (L.) Pers.
9056,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,07_28,D,Trifolium repens L.
9093,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,08_01,B,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
9098,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,08_01,B,Aralia cordata Thunb.
9100,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,08_01,B,Aralia cordata Thunb.
9122,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,08_01,C,Erigeron annuus (L.) Pers.
9124,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,08_01,C,Hydrangea paniculata Siebold
9132,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,08_01,C,Malva moschata L.
9155,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,male,08_02,D,Lythrum salicaria L.
1115,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,07_03,C,Aegopodium podagraria L.
7843,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_22,B1,Taraxacum officinale Weber ex F.H.Wigg.
8621,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,04_24,C,Gagea lutea (L.) Ker Gawl.
8622,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,04_24,C,Gagea lutea (L.) Ker Gawl.
8638,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_02,A,Taraxacum officinale Weber ex F.H.Wigg.
8641,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_02,A,Taraxacum officinale Weber ex F.H.Wigg.
8660,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_02,C,Taraxacum officinale Weber ex F.H.Wigg.
8662,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,A,Taraxacum officinale Weber ex F.H.Wigg.
8663,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,A,Taraxacum officinale Weber ex F.H.Wigg.
8666,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,A,Taraxacum officinale Weber ex F.H.Wigg.
8669,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,B,Taraxacum officinale Weber ex F.H.Wigg.
8670,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,B,Taraxacum officinale Weber ex F.H.Wigg.
8671,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,B,Taraxacum officinale Weber ex F.H.Wigg.
8672,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,B,Taraxacum officinale Weber ex F.H.Wigg.
8716,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,D,Taraxacum officinale Weber ex F.H.Wigg.
8717,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_10,D,Taraxacum officinale Weber ex F.H.Wigg.
8736,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,A,Taraxacum officinale Weber ex F.H.Wigg.
8738,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,A,Taraxacum officinale Weber ex F.H.Wigg.
8739,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,B,Taraxacum officinale Weber ex F.H.Wigg.
8744,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,C,Taraxacum officinale Weber ex F.H.Wigg.
8745,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,C,Taraxacum officinale Weber ex F.H.Wigg.
8751,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,D,Taraxacum officinale Weber ex F.H.Wigg.
8752,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,D,Taraxacum officinale Weber ex F.H.Wigg.
8753,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,D,Taraxacum officinale Weber ex F.H.Wigg.
8754,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,D,Taraxacum officinale Weber ex F.H.Wigg.
8757,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_16,C,Taraxacum officinale Weber ex F.H.Wigg.
8758,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_22,A,Taraxacum officinale Weber ex F.H.Wigg.
8759,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_22,A,free
8760,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_22,A,Taraxacum officinale Weber ex F.H.Wigg.
8763,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_22,B1,Taraxacum officinale Weber ex F.H.Wigg.
8765,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,05_23,C,Taraxacum officinale Weber ex F.H.Wigg.
8771,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,06_01,C,Weigela hortensis (Siebold et Zucc.) K.Koch
8785,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,06_05,B,Anthriscus sylvestris (L.) Hoffm. subsp. Sylvestris
826,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,06_19,D,Aegopodium podagraria L.
945,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,06_27,B,Aegopodium podagraria L.
967,BG,1989,Andrenidae,Andrena (Micrandrena) kaguya Hirashima,female,06_27,C,Rosa multiflora Thunb.
1211,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,male,07_11,B,Ranunculaceae sp.
1251,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,male,07_11,D,Rosa sp. 2
1034,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,A,Ranunculaceae sp.
1037,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,A,Ranunculaceae sp.
1045,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,A,Phedimus kamtschaticus (Fisch.) 't Hart
1047,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,A,Phedimus kamtschaticus (Fisch.) 't Hart
1060,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,B,Rosa multiflora Thunb.
1061,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,B,Rosa multiflora Thunb.
1070,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,B,Aegopodium podagraria L.
1071,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,B,Aegopodium podagraria L.
1091,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,B,Rosa rugosa Thunb.
1092,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,B,Aruncus dioicus (Walter) Fernald var. kamtschaticus (Maxim.) H.Hara
1111,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,C,Ranunculaceae sp.
1113,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,C,Aegopodium podagraria L.
1118,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,C,Aegopodium podagraria L.
1119,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,C,Aegopodium podagraria L.
1121,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,C,Aegopodium podagraria L.
1138,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,D,Rosa multiflora Thunb.
1160,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_03,D,Rosa chinensis Jacq.
1173,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_11,A,Ranunculaceae sp.
7859,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,05_23,C,Taraxacum officinale Weber ex F.H.Wigg.
8128,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Spiraea betulifolia Pall. var. betulifolia
8199,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,D,Rosa orientalis Dup.
8204,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,D,Heracleum lanatum Michx. var. lanatum
8213,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_19,B,Rosa orientalis Dup.
8214,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_19,B,Rosa orientalis Dup.
8234,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_19,C,Rosa rugosa Thunb.
8508,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,07_17,D,Oxalis corniculata L.
8649,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,05_02,B,Taraxacum officinale Weber ex F.H.Wigg.
8756,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,05_16,C,Taraxacum officinale Weber ex F.H.Wigg.
8767,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,05_23,B2,Taraxacum officinale Weber ex F.H.Wigg.
8770,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_01,C,Taraxacum officinale Weber ex F.H.Wigg.
8779,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,A,Anthriscus sylvestris (L.) Hoffm. subsp. Sylvestris
8781,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,A,Spiraea betulifolia Pall. var. betulifolia
8782,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,A,Spiraea betulifolia Pall. var. betulifolia
8783,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,B,Anthriscus sylvestris (L.) Hoffm. subsp. Sylvestris
8784,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,B,Anthriscus sylvestris (L.) Hoffm. subsp. Sylvestris
8786,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,B,Thermopsis lupinoides (L.) Link
8787,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,C,free
8788,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,C,free
8791,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_05,D,Rosa orientalis Dup.
8792,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Rosa orientalis Dup.
8793,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Rosa orientalis Dup.
8794,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Rosa orientalis Dup.
8795,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Rosa orientalis Dup.
8797,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Rosa orientalis Dup.
8798,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Rosa orientalis Dup.
8800,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Anthriscus sylvestris (L.) Hoffm. subsp. Sylvestris
8801,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Anthriscus sylvestris (L.) Hoffm. subsp. Sylvestris
8803,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Heracleum lanatum Michx. var. lanatum
8804,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,A,Rorippa palustris (L.) Besser
8806,BG,1989,Andrenidae,Andrena (Micrandrena) semirugosa brassicae Hirashima,female,06_12,B,Iris sanguinea Hornem.
